ReportGeneratedUTC,AccountId,AccountName,Profile,Region,BackupJobId,ResourceType,ResourceArn,ResourceName,BackupVaultName,State,CreationDate,CompletionDate,RecoveryPointArn,StatusMessage
2025-09-03T00:52:19Z,143237116399,prod_parcels,account143237116399,ap-southeast-2,FB3B5FF5-16DD-AF0E-968C-EFB82AC73A43,EC2,arn:aws:ec2:ap-southeast-2:143237116399:instance/i-0343b4b9ab2ace26f,ADIDBAUZ01,PP-Daily-EC2-Backup,COMPLETED,2025-09-03T01:00:00+10:00,2025-09-03T01:20:49.676000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0407e05526f455b55,
2025-09-03T00:52:19Z,143237116399,prod_parcels,account143237116399,ap-southeast-2,FD0C783E-FFD3-04C9-1019-CD7C00F1C1B1,EBS,arn:aws:ec2:ap-southeast-2:143237116399:volume/vol-000558a40f83cdeb6,SQLDBAUP07-BackupDrive,PP-Daily-EBS-Backup,COMPLETED,2025-09-03T02:00:00+10:00,2025-09-03T02:21:23.674000+10:00,arn:aws:ec2:ap-southeast-2::snapshot/snap-07200f76ca8b52a66,
2025-09-03T00:52:19Z,143237116399,prod_parcels,account143237116399,ap-southeast-2,FD2C6376-3116-F598-7189-D5F7E5DB64DE,EC2,arn:aws:ec2:ap-southeast-2:143237116399:instance/i-08a778bd35f2ebfd8,SQLAPAUZ01New,PP-Daily-EC2-Backup,COMPLETED,2025-09-03T01:00:00+10:00,2025-09-03T01:27:57.651000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0b1102ff6dee9f2c8,
2025-09-03T00:52:19Z,143237116399,prod_parcels,account143237116399,ap-southeast-2,FE3F6213-E44D-58EA-3B9E-CC797BC9416E,EC2,arn:aws:ec2:ap-southeast-2:143237116399:instance/i-027297ea59a705f2a,ADIWBAUP01,PP-Daily-EC2-Backup,COMPLETED,2025-09-03T01:00:00+10:00,2025-09-03T01:28:06.924000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-03be5c91e45e9fa07,
2025-09-03T00:52:19Z,143237116399,prod_parcels,account143237116399,ap-southeast-2,FEC3D757-CD6D-F526-3B26-28D5E8088BA9,EC2,arn:aws:ec2:ap-southeast-2:143237116399:instance/i-0843ff7d8fa7e8bbe,MRAAPAWSWP01,PP-Daily-EC2-Backup,COMPLETED,2025-09-03T01:00:00+10:00,2025-09-03T01:29:21.337000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-01280f24cbb79220f,
2025-09-03T00:52:19Z,155338202634,Audit,account155338202634,ap-southeast-2,06192C28-DC33-B0BD-8D68-D532730FBD71,EC2,arn:aws:ec2:ap-southeast-2:155338202634:instance/i-058c7235479d2e3b8,ICASC09WP02,Audit-Daily-EC2-Backup,COMPLETED,2025-09-03T03:00:00+10:00,2025-09-03T03:32:56.601000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-03f6c35d4d24e1458,
2025-09-03T00:52:19Z,155338202634,Audit,account155338202634,ap-southeast-2,0D236EB7-4404-2A83-F315-A3E9078A3A24,EC2,arn:aws:ec2:ap-southeast-2:155338202634:instance/i-0d609a6885d04dd20,SSPAM09WP01,Audit-Daily-EC2-Backup,COMPLETED,2025-09-03T03:00:00+10:00,2025-09-03T03:30:59.487000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0a4107c745f78d1e8,
2025-09-03T00:52:19Z,155338202634,Audit,account155338202634,ap-southeast-2,0DC07290-682B-69EA-D590-DE17B1200BF2,EC2,arn:aws:ec2:ap-southeast-2:155338202634:instance/i-061f21aaca43b0bfa,NDESAWSWP02,Audit-Daily-EC2-Backup,COMPLETED,2025-09-03T03:00:00+10:00,2025-09-03T03:28:37.269000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0cf179211fe1c3361,
2025-09-03T00:52:19Z,155338202634,Audit,account155338202634,ap-southeast-2,340884D5-8660-99CA-79DC-0D89A425B6C8,EC2,arn:aws:ec2:ap-southeast-2:155338202634:instance/i-0a80c497c43acc7dd,DGCAPAWSWP01,Audit-Daily-EC2-Backup,COMPLETED,2025-09-03T03:00:00+10:00,2025-09-03T03:31:34.309000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0df13a92f1ffe74ca,
2025-09-03T00:52:19Z,155338202634,Audit,account155338202634,ap-southeast-2,454A6840-1D1F-81CC-CFB0-70AE07641CEC,EC2,arn:aws:ec2:ap-southeast-2:155338202634:instance/i-008795f891374bc9b,SSPAM09WP02,Audit-Daily-EC2-Backup,COMPLETED,2025-09-03T03:00:00+10:00,2025-09-03T03:26:52.488000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-00ae843d67af0f80c,
2025-09-03T00:52:19Z,155338202634,Audit,account155338202634,ap-southeast-2,46B117FB-9C0E-404E-3762-471DF22FBB3E,EC2,arn:aws:ec2:ap-southeast-2:155338202634:instance/i-09b073727dad81ef8,WEBSC09WP02,Audit-Daily-EC2-Backup,COMPLETED,2025-09-03T03:00:00+10:00,2025-09-03T03:21:39.437000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0eba977b59831b78f,
2025-09-03T00:52:19Z,155338202634,Audit,account155338202634,ap-southeast-2,99AB59EB-FB8F-C568-FE7D-999155C8F7ED,EC2,arn:aws:ec2:ap-southeast-2:155338202634:instance/i-06495c0c87952d88d,RCASC09WP02,Audit-Daily-EC2-Backup,COMPLETED,2025-09-03T03:00:00+10:00,2025-09-03T03:24:25.581000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0a7307b4a85e68661,
2025-09-03T00:52:19Z,182474764393,prod_tda,account182474764393,ap-southeast-2,43EDAC8D-A4D3-EA9D-435B-B9E202FC110C,EBS,arn:aws:ec2:ap-southeast-2:182474764393:volume/vol-02ef37430c7eef633,Root,Prod-TDA-Daily-RootV-Backup,COMPLETED,2025-09-03T01:30:00+10:00,2025-09-03T01:51:48.122000+10:00,arn:aws:ec2:ap-southeast-2::snapshot/snap-0f9756ab607f1d41b,
2025-09-03T00:52:19Z,182474764393,prod_tda,account182474764393,ap-southeast-2,592D1F4C-469A-3A75-348E-2279BD66AE47,EBS,arn:aws:ec2:ap-southeast-2:182474764393:volume/vol-0c9319e1aafd7b649,vol-0c9319e1aafd7b649,Prod-TDA-Daily-RootV-Backup,COMPLETED,2025-09-03T01:30:00+10:00,2025-09-03T01:48:52.635000+10:00,arn:aws:ec2:ap-southeast-2::snapshot/snap-007b67ff7c4deec2b,
2025-09-03T00:52:19Z,182474764393,prod_tda,account182474764393,ap-southeast-2,5D4E1F64-3814-9BFA-EB19-6EC4E45B8303,EBS,arn:aws:ec2:ap-southeast-2:182474764393:volume/vol-072d696c0cdd12ce7,Root,Prod-TDA-Daily-RootV-Backup,COMPLETED,2025-09-03T01:30:00+10:00,2025-09-03T02:00:00.871000+10:00,arn:aws:ec2:ap-southeast-2::snapshot/snap-0252404a4517afc48,
2025-09-03T00:52:19Z,182474764393,prod_tda,account182474764393,ap-southeast-2,77D51F2B-C720-A1E3-3FD8-109C6E7B8856,EBS,arn:aws:ec2:ap-southeast-2:182474764393:volume/vol-055282e626563965a,vol-055282e626563965a,Prod-TDA-Daily-RootV-Backup,COMPLETED,2025-09-03T01:30:00+10:00,2025-09-03T01:50:22.822000+10:00,arn:aws:ec2:ap-southeast-2::snapshot/snap-08fd50d895c5e453c,
2025-09-03T00:52:19Z,182474764393,prod_tda,account182474764393,ap-southeast-2,93EB0D76-F403-CDC5-2A26-ED7076CC3C14,EBS,arn:aws:ec2:ap-southeast-2:182474764393:volume/vol-0d700055e7da424f6,Root,Prod-TDA-Daily-RootV-Backup,COMPLETED,2025-09-03T01:30:00+10:00,2025-09-03T01:59:44.838000+10:00,arn:aws:ec2:ap-southeast-2::snapshot/snap-059c8408995585752,
2025-09-03T00:52:19Z,182474764393,prod_tda,account182474764393,ap-southeast-2,9705E599-5B22-390A-4ED5-F5485354AA37,EFS,arn:aws:elasticfilesystem:ap-southeast-2:182474764393:file-system/fs-0c805367899e87c95,web-prod,aws/efs/automatic-backup-vault,COMPLETED,2025-09-02T15:00:00+10:00,2025-09-02T18:48:53.403000+10:00,arn:aws:backup:ap-southeast-2:182474764393:recovery-point:7d56c1bb-b438-4223-8975-a6bfe71c4da9,
2025-09-03T00:52:19Z,182474764393,prod_tda,account182474764393,ap-southeast-2,AC46F9E1-7C7E-D892-3F8E-2CC267BD71B8,EBS,arn:aws:ec2:ap-southeast-2:182474764393:volume/vol-06eabc62545e9da79,vol-06eabc62545e9da79,Prod-TDA-Daily-RootV-Backup,COMPLETED,2025-09-03T01:30:00+10:00,2025-09-03T01:50:17.792000+10:00,arn:aws:ec2:ap-southeast-2::snapshot/snap-05a578392c05a552f,
2025-09-03T00:52:19Z,182474764393,prod_tda,account182474764393,ap-southeast-2,D516319B-0626-FA08-CAF6-491D515CA3B1,EBS,arn:aws:ec2:ap-southeast-2:182474764393:volume/vol-0f47e8a5520fa32fe,vol-0f47e8a5520fa32fe,Prod-TDA-Daily-RootV-Backup,COMPLETED,2025-09-03T01:30:00+10:00,2025-09-03T03:06:36.968000+10:00,arn:aws:ec2:ap-southeast-2::snapshot/snap-0de673495baab9905,
2025-09-03T00:52:19Z,182474764393,prod_tda,account182474764393,ap-southeast-2,E58DAD80-0DBD-D54B-22DB-ABA167E5B666,EBS,arn:aws:ec2:ap-southeast-2:182474764393:volume/vol-03364feb09037f2cd,vol-03364feb09037f2cd,Prod-TDA-Daily-RootV-Backup,COMPLETED,2025-09-03T01:30:00+10:00,2025-09-03T02:00:25.944000+10:00,arn:aws:ec2:ap-southeast-2::snapshot/snap-07bf19f906497b005,
2025-09-03T00:52:19Z,182474764393,prod_tda,account182474764393,ap-southeast-2,F7281791-C8C4-FB65-92CC-24D3C7E12407,EBS,arn:aws:ec2:ap-southeast-2:182474764393:volume/vol-0a45889c26090cc97,vol-0a45889c26090cc97,Prod-TDA-Daily-RootV-Backup,COMPLETED,2025-09-03T01:30:00+10:00,2025-09-03T01:57:05.720000+10:00,arn:aws:ec2:ap-southeast-2::snapshot/snap-04e50eed0879f5a57,
2025-09-03T00:52:19Z,412638444749,staging_linehaul,account412638444749,ap-southeast-2,5DBE2339-9EFE-3E27-2F47-79B9524416C2,EC2,arn:aws:ec2:ap-southeast-2:412638444749:instance/i-01f71a0f7566a8358,FLEAPAWSWD01,StagingLinehaul-EC2-Daily-Backup,COMPLETED,2025-09-03T02:15:00+10:00,2025-09-03T02:42:06.211000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-07c0247b870d6b241,
2025-09-03T00:52:19Z,412638444749,staging_linehaul,account412638444749,ap-southeast-2,63DF08A1-312C-72DF-E7B9-08B05EC93CBD,EC2,arn:aws:ec2:ap-southeast-2:412638444749:instance/i-04a3e478c94e7ec2d,FLEDBAUT001,StagingLinehaul-EC2-Daily-Backup,COMPLETED,2025-09-03T02:15:00+10:00,2025-09-03T02:50:01.638000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0a24a78c2fdfb6659,
2025-09-03T00:52:19Z,412638444749,staging_linehaul,account412638444749,ap-southeast-2,640016E8-CC5E-9AC6-9D4F-3E17814383B2,EC2,arn:aws:ec2:ap-southeast-2:412638444749:instance/i-0715ebad10e201029,FLEDBAWSWD01,StagingLinehaul-EC2-Daily-Backup,COMPLETED,2025-09-03T02:15:00+10:00,2025-09-03T02:40:40.136000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-02466194e42f0b46a,
2025-09-03T00:52:19Z,412638444749,staging_linehaul,account412638444749,ap-southeast-2,79BCC90A-5835-0447-9944-9D63B4736E81,EC2,arn:aws:ec2:ap-southeast-2:412638444749:instance/i-02f1dc7ef30a0e4a1,FLEAPAUT003,StagingLinehaul-EC2-Daily-Backup,COMPLETED,2025-09-03T02:15:00+10:00,2025-09-03T02:50:23.729000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-08726631a84aa30f2,
2025-09-03T00:52:19Z,430596434606,preprod_linehaul,account430596434606,ap-southeast-2,25DDF026-4EEE-E2B5-BCDE-23F4229C77ED,EC2,arn:aws:ec2:ap-southeast-2:430596434606:instance/i-0a43b25ed0dd40a1d,FLEAPAUU004,PreprodLinehaul-EC2-Daily-Backup,COMPLETED,2025-09-03T02:15:00+10:00,2025-09-03T02:53:33.416000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-023ce39250aa7681c,
2025-09-03T00:52:19Z,430596434606,preprod_linehaul,account430596434606,ap-southeast-2,394FF3A0-27A1-5970-C114-C9C6D2974881,EC2,arn:aws:ec2:ap-southeast-2:430596434606:instance/i-0abce3709b7227995,FLEDBAUU002,PreprodLinehaul-EC2-Daily-Backup,COMPLETED,2025-09-03T02:15:00+10:00,2025-09-03T02:50:35.821000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-00b3d812d293060f7,
2025-09-03T00:52:19Z,430596434606,preprod_linehaul,account430596434606,ap-southeast-2,72873143-B371-7210-C01B-F8DD33D2BFF5,EC2,arn:aws:ec2:ap-southeast-2:430596434606:instance/i-0da16a9499aa9f08e,FLEAPAWSWU01,PreprodLinehaul-EC2-Daily-Backup,COMPLETED,2025-09-03T02:15:00+10:00,2025-09-03T02:46:32.288000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-064788ca1b2bfebdd,
2025-09-03T00:52:19Z,430596434606,preprod_linehaul,account430596434606,ap-southeast-2,D02FD64B-C8F3-A2B2-724F-F2819F523CC6,EC2,arn:aws:ec2:ap-southeast-2:430596434606:instance/i-0145c828ebb55ef8d,FLEDBAWSWU01,PreprodLinehaul-EC2-Daily-Backup,COMPLETED,2025-09-03T02:15:00+10:00,2025-09-03T02:43:56.428000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0123f1cd829f36017,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,00090DCD-672B-6E26-6E19-7200D42146FB,DynamoDB,arn:aws:dynamodb:ap-southeast-2:502966642495:table/mytoll_prod_routeshipmentmapping,mytoll_prod_routeshipmentmapping,prod_mytoll-DynamoDB-Daily-Backup,COMPLETED,2025-09-03T02:00:00+10:00,2025-09-03T02:23:25.799000+10:00,arn:aws:backup:ap-southeast-2:502966642495:recovery-point:443402c6-1e83-4a09-a4c8-23058b6ee12c,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,01F1ADD5-C34D-E1B2-E12E-B0AE45FC8D3F,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-02b89bf20aef1ed69,CESAPAUP002,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T04:10:30.979000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-05246772944181a67,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,026C76C8-FD30-1B94-C5DB-9A4B114ABDCC,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-069e9bf2d14556e6d,FTPWMAUP001,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T03:48:45.829000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-04ad3dbe4b2872ff7,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,055204A1-4DCE-61B3-8935-609E86CE4161,DynamoDB,arn:aws:dynamodb:ap-southeast-2:502966642495:table/cip_prod_operational,cip_prod_operational,prod_mytoll-DynamoDB-Daily-Backup,COMPLETED,2025-09-03T02:00:00+10:00,2025-09-03T02:31:59.147000+10:00,arn:aws:backup:ap-southeast-2:502966642495:recovery-point:51fc81b4-9825-4e83-917e-a5ceb3dd5854,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,09EB1EA9-A8E3-4ECB-21F4-0F1EA62D9892,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-00209e77cef72502f,CESAPAUP004,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T04:14:12.251000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0db4d7c0b1d75c74c,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,0B0E0725-6970-6897-6F18-A2F8D46A9654,DynamoDB,arn:aws:dynamodb:ap-southeast-2:502966642495:table/cip_prod_freight_tar,cip_prod_freight_tar,prod_mytoll-DynamoDB-Daily-Backup,COMPLETED,2025-09-03T02:00:00+10:00,2025-09-03T02:32:10.173000+10:00,arn:aws:backup:ap-southeast-2:502966642495:recovery-point:c5b9eb14-d5e3-4239-8aa1-d8aeb2f5d120,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,0B45CDA0-C4CF-1942-C6F5-45DDB0DCA8BD,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-00a39f86656c29e29,TP1APAWSLP01,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T03:54:29.190000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-080f582d4efc4e966,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,0BA33944-B42C-9625-EAF3-48522ADFB0DE,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-053ac35a3cc6116bb,DEMAPAUP020,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T04:17:09.878000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-084bb14e4a18a0b79,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,0E28C012-4191-1BB3-ED53-1111DF9616A7,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-003cbdf2676650704,LDMMTAWSUP01,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T03:57:13.513000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0406bebfc5f09d00c,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,0E4E215A-9D8C-397D-8B97-C050CC683143,DynamoDB,arn:aws:dynamodb:ap-southeast-2:502966642495:table/b-mytoll.syd.dynamo.db.prod.retry.pod.v2,b-mytoll.syd.dynamo.db.prod.retry.pod.v2,prod_mytoll-DynamoDB-Daily-Backup,COMPLETED,2025-09-03T02:00:00+10:00,2025-09-03T02:25:08.975000+10:00,arn:aws:backup:ap-southeast-2:502966642495:recovery-point:8d223957-0627-42c5-8f36-fd7ae8a8c356,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,10E49385-4E43-80B4-E8F1-028CB8A9C2C9,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-0ec15bdf7ce5a5b9d,DEMAPAUP013,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T03:56:40.186000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0e67228712f2fd3ed,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,12BED186-2D07-F241-CDF5-D36809779AEB,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-016de3fef9bd59f0c,DEMAPAUP021,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T04:00:07.629000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0cf5f429c5865fba9,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,14E1FD42-4558-DCC0-403A-EF664204C007,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-0c7c44464d88500c8,CESAPAUP005,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T03:59:32.269000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-02645201a5b3ec732,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,152F66BA-238A-23E1-461D-C8090F18E139,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-0abf2c41e611b7853,ACGAPAUP001,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T03:59:03.750000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0a0f20435fe2d4bf9,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,175D8528-1EA2-F3E8-68D6-CE83F65DB766,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-076d788b91b9f4601,DEMAPAUP017,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T03:54:20.624000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0d241af79aa520b35,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,18CE7192-14D7-D1D8-7A54-CB1432F036E5,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-0082efc2d6e62f914,DEMAPAUP011,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T03:56:22.595000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0e490cc0553f32e65,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,1C845CE1-E5E5-489D-2ACB-52DE762CB0B9,DynamoDB,arn:aws:dynamodb:ap-southeast-2:502966642495:table/myteamge-dem-prod-dirtyconsignment,myteamge-dem-prod-dirtyconsignment,prod_mytoll-DynamoDB-Daily-Backup,COMPLETED,2025-09-03T02:00:00+10:00,2025-09-03T02:26:10.376000+10:00,arn:aws:backup:ap-southeast-2:502966642495:recovery-point:bfb3385f-7fe1-46b4-a640-8887d7205c21,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,2254A9B4-3C63-E5B1-8EDE-163D2D27C681,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-0c93f3ae6a9bdd6e7,NEXUS,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T03:58:02.864000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-095dde8306b075d92,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,242130A6-DBE4-1832-85BA-3D59834B9CD3,DynamoDB,arn:aws:dynamodb:ap-southeast-2:502966642495:table/b-mytoll.syd.dynamo.db.prod.deliveryimages,b-mytoll.syd.dynamo.db.prod.deliveryimages,prod_mytoll-DynamoDB-Daily-Backup,COMPLETED,2025-09-03T02:00:00+10:00,2025-09-03T02:28:16.647000+10:00,arn:aws:backup:ap-southeast-2:502966642495:recovery-point:6167bce2-b65c-4346-beea-0bb228f1eb2b,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,27D08737-4776-6E2F-DFDF-1B57CED833C8,DynamoDB,arn:aws:dynamodb:ap-southeast-2:502966642495:table/mytoll_prod_consignment_status_info,mytoll_prod_consignment_status_info,prod_mytoll-DynamoDB-Daily-Backup,COMPLETED,2025-09-03T02:00:00+10:00,2025-09-03T02:25:52.812000+10:00,arn:aws:backup:ap-southeast-2:502966642495:recovery-point:0b6ad101-cd6f-422a-a927-fd39ddc6f4a1,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,28C94959-FA12-D2DD-7340-E27BC2C7197D,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-03161005521deb773,DEMAPAUP010,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T03:59:51.346000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0f1631237ed09cc6b,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,31B1B1A6-9B9F-11DB-D71B-2D829D527678,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-0136a017f7682f653,DEMAPAUP014,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T03:58:46.678000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-042d2b2d8c72556f0,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,337763F6-E638-445C-B737-BAC43211C130,DynamoDB,arn:aws:dynamodb:ap-southeast-2:502966642495:table/cip_prod_finance,cip_prod_finance,prod_mytoll-DynamoDB-Daily-Backup,COMPLETED,2025-09-03T02:00:00+10:00,2025-09-03T02:23:36.783000+10:00,arn:aws:backup:ap-southeast-2:502966642495:recovery-point:26775aa2-ff38-462c-b66a-7982443e3b7d,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,4DA83DE9-EB8C-7A94-2B7E-F31A05F30F61,Aurora,arn:aws:rds:ap-southeast-2:502966642495:cluster:apidbaup001-cluster,apidbaup001-cluster,prod_mytoll-Aurora-Daily2nd-Backup,COMPLETED,2025-09-02T18:00:00+10:00,2025-09-02T18:30:35.779000+10:00,arn:aws:rds:ap-southeast-2:502966642495:cluster-snapshot:awsbackup:job-4da83de9-eb8c-7a94-2b7e-f31a05f30f61,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,4F02FA52-657D-584A-1707-5184176D47B4,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-0b74bafdaf0130060,CPPDBAWSWP01,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T03:59:06.748000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0521edfd732b4d190,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,4F43CD2B-7781-ABFF-EA04-B062FFFDA15F,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-0cee7ee515db3d790,SQLDBAUP023,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T03:56:36.890000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0fca9b7c4885e25a2,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,5101627B-38C3-A2F5-78C0-1F658A3CDE57,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-05396a47fb3dafa62,DEMAPAUP005,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T03:57:37.602000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-085d0a856e84db942,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,579423D1-BA4D-7CCF-55A9-A7FBAA676813,EC2,arn:aws:ec2:ap-southeast-2:502966642495:instance/i-03597b610fbca8c1d,DEMAPAUP004,PMT-Daily-EC2-Backup,COMPLETED,2025-09-03T03:30:00+10:00,2025-09-03T04:03:55.521000+10:00,arn:aws:ec2:ap-southeast-2::image/ami-0b954128abc3a4b15,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,5D4C1678-F3F5-82E9-DBE0-3795561FA572,DynamoDB,arn:aws:dynamodb:ap-southeast-2:502966642495:table/ServiceAccountSettingsPROD,ServiceAccountSettingsPROD,prod_mytoll-DynamoDB-Daily-Backup,COMPLETED,2025-09-03T02:00:00+10:00,2025-09-03T02:25:31.038000+10:00,arn:aws:backup:ap-southeast-2:502966642495:recovery-point:7f7aeb4f-55dc-4664-8ac1-9c655b8daad5,
2025-09-03T00:52:19Z,502966642495,prod_digital,account502966642495,ap-southeast-2,6087F6BC-4402-C91C-2A7C-CC91FB79B888,DynamoDB,arn:aws:dynamodb:ap-southeast-2:502966642495:table/mytoll_prod_routevisualizationtokenmapping,mytoll_prod_routevisualizationtokenmapping,prod_mytoll-DynamoDB-Daily-Backup,COMPLETED,2025-09-03T02:00:00+10:00,2025-09-03T02:23:00.229000+10:00,arn:aws:backup:ap-southeast-2:502966642495:recovery-point:81369a61-7f4c-4e96-8178-9b2a6e2b29ca,
